route_id,agency_id,route_short_name,route_long_name,fare_id
O0383AAN0A,22005,SN383,Realengo - Praça da República,""
O0946AAA0A,22003,LECD115,Pavuna - Engenho da Rainha,""
O0917AAV0A,22003,LECD114,Padre Miguel - Bonsucesso,""
O0780AAA0A,22003,LECD111,Metrô Pavuna - Terminal Madureira,""
O0975AAA0A,22003,LECD117,Madureira - Terminal Fundão,""
O0169AAA0A,22002,LECD110,Terminal Gentileza - General Osório,""
O0864AAA0A,22005,LECD121,Terminal Campo Grande - Terminal Sulacap,""
O0820AAA0A,22005,LECD119,Rio da Prata - Terminal Mato Alto,""
O0389AAP0A,22005,SP389,Vila Aliança - Terminal Deodoro,""
E2614AAA0A,22004,LECD124,Terminal Alvorada - Metrô Del Castilho,""
E2613AAA0A,22004,LECD125,Riocentro - Metrô Del Castilho,""
O0848AAN0A,22005,SN848,Terminal Campo Grande - Monte Santo,""
O0848AAA0A,22005,848,Terminal Campo Grande - Monte Santo,""
O0867AAE0A,22005,SE867,Barra de Guaratiba - Terminal Campo Grande,""
20000101130,20001,10,Santa Cruz - Terminal Alvorada,BRT
20000111110,20001,11,Santa Cruz - Terminal Alvorada,BRT
20000171110,20001,17,Campo Grande - Santa Cruz,BRT
20000461130,20001,46,Penha - Terminal Alvorada,BRT
20000531130,20001,53,Terminal Sulacap - Terminal Alvorada,BRT
20000181130,20001,18,Pontal - Terminal Jardim Oceânico,BRT
20000141130,20001,14,Santa Eugênia - Terminal Recreio,BRT
20000801110,20001,80,Penha - Terminal Gentileza,BRT
20000511110,20001,51,Terminal Deodoro - Terminal Recreio,BRT
20000351110,20001,35,Terminal Madureira - Terminal Alvorada,BRT
20000521110,20001,52,Terminal Deodoro - Terminal Alvorada,BRT
20000311140,20001,31,Vicente de Carvalho - Terminal Alvorada,BRT
20000401130,20001,40,Terminal Madureira - Terminal Alvorada,BRT
20000411130,20001,41,Terminal Madureira - Terminal Recreio,BRT
20000501110,20001,50,Terminal Jardim Oceânico - Terminal Centro Olímpico,BRT
20000EXEC1110,20001,ESP01,Galeão - Terminal Gentileza,BRT_Exec
20000201130,20001,20,Santa Cruz - Salvador Allende,BRT
20000421110,20001,42,Galeão - Madureira,BRT
20000151130,20001,15,Terminal Curral Falso - Terminal Alvorada,BRT
20000161130,20001,16,Terminal Magarça - Terminal Alvorada,BRT
20000131130,20001,13,Terminal Mato Alto - Terminal Alvorada,BRT
20000251130,20001,25,Terminal Mato Alto - Terminal Alvorada,BRT
20000121130,20001,12,Terminal Pingo d'Água - Terminal Alvorada,BRT
20000901110,20001,90,Terminal Fundão - Terminal Gentileza,BRT
20000191130,20001,19,Terminal Pingo d'Água - Salvador Allende,BRT
20000601110,20001,60,Terminal Deodoro - Terminal Gentileza,BRT
20000611130,20001,61,Terminal Deodoro - Terminal Gentileza,BRT
20000431130,20001,43,Terminal Fundão - Santa Efigênia,BRT
20000221110,20001,22,Terminal Alvorada - Terminal Jardim Oceânico,BRT
20000681130,20001,68,Bangu - Terminal Deodoro,BRT
20000711130,20001,71,Vigário Geral - Terminal Gentileza,BRT
20000281130,20001,28,Terminal Pingo d'Água - Terminal Curral Falso,BRT
20000671130,20001,67,Terminal Campo Grande - Terminal Deodoro,BRT
